Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Housing & Real Estate,Rent Price,Median Rent Price,2014,608,"Census Tract 2060.10, Los Angeles County, California",206010,Elysian Park,1400000US06037206010,"(34.0702965, -118.2318745)",Median_Rent_Price_2014_1400000US06037206010,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1966,"Census Tract 2060.20, Los Angeles County, California",206020,Chinatown,1400000US06037206020,"(34.057696, -118.232064)",Median_Rent_Price_2014_1400000US06037206020,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,2000,"Census Tract 2060.31, Los Angeles County, California",206031,Downtown,1400000US06037206031,"(34.0344105, -118.23121)",Median_Rent_Price_2014_1400000US06037206031,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,806,"Census Tract 2060.32, Los Angeles County, California",206032,Boyle Heights,1400000US06037206032,"(34.0473465, -118.2237095)",Median_Rent_Price_2014_1400000US06037206032,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,758,"Census Tract 2060.50, Los Angeles County, California",206050,Boyle Heights,1400000US06037206050,"(34.0290235, -118.2229675)",Median_Rent_Price_2014_1400000US06037206050,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,428,"Census Tract 2062, Los Angeles County, California",206200,Downtown,1400000US06037206200,"(34.04707, -118.2428045)",Median_Rent_Price_2014_1400000US06037206200,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,303,"Census Tract 2063, Los Angeles County, California",206300,Downtown,1400000US06037206300,"(34.0405235, -118.244262)",Median_Rent_Price_2014_1400000US06037206300,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1588,"Census Tract 2071.01, Los Angeles County, California",207101,Downtown,1400000US06037207101,"(34.0610075, -118.2449835)",Median_Rent_Price_2014_1400000US06037207101,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,589,"Census Tract 2071.02, Los Angeles County, California",207102,Chinatown,1400000US06037207102,"(34.058835, -118.239167)",Median_Rent_Price_2014_1400000US06037207102,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1001,"Census Tract 2071.03, Los Angeles County, California",207103,Chinatown,1400000US06037207103,"(34.0642795, -118.2398345)",Median_Rent_Price_2014_1400000US06037207103,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,734,"Census Tract 2073.01, Los Angeles County, California",207301,Downtown,1400000US06037207301,"(34.0469135, -118.251366)",Median_Rent_Price_2014_1400000US06037207301,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1643,"Census Tract 2073.02, Los Angeles County, California",207302,Downtown,1400000US06037207302,"(34.0474815, -118.2478185)",Median_Rent_Price_2014_1400000US06037207302,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1647,"Census Tract 2075.01, Los Angeles County, California",207501,Downtown,1400000US06037207501,"(34.0565345, -118.2528675)",Median_Rent_Price_2014_1400000US06037207501,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,463,"Census Tract 2075.02, Los Angeles County, California",207502,Downtown,1400000US06037207502,"(34.0524315, -118.253282)",Median_Rent_Price_2014_1400000US06037207502,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1767,"Census Tract 2077.10, Los Angeles County, California",207710,Downtown,1400000US06037207710,"(34.0467345, -118.2622625)",Median_Rent_Price_2014_1400000US06037207710,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1867,"Census Tract 2079, Los Angeles County, California",207900,Downtown,1400000US06037207900,"(34.0403745, -118.260362)",Median_Rent_Price_2014_1400000US06037207900,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1090,"Census Tract 2080, Los Angeles County, California",208000,Echo Park,1400000US06037208000,"(34.062852, -118.2552085)",Median_Rent_Price_2014_1400000US06037208000,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1069,"Census Tract 2083.01, Los Angeles County, California",208301,Westlake,1400000US06037208301,"(34.061991, -118.265842)",Median_Rent_Price_2014_1400000US06037208301,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,851,"Census Tract 2083.02, Los Angeles County, California",208302,Westlake,1400000US06037208302,"(34.0634965, -118.26261)",Median_Rent_Price_2014_1400000US06037208302,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,871,"Census Tract 2084.01, Los Angeles County, California",208401,Westlake,1400000US06037208401,"(34.063775, -118.269137)",Median_Rent_Price_2014_1400000US06037208401,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1016,"Census Tract 2084.02, Los Angeles County, California",208402,Westlake,1400000US06037208402,"(34.0682985, -118.265581)",Median_Rent_Price_2014_1400000US06037208402,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1097,"Census Tract 2085.01, Los Angeles County, California",208501,Westlake,1400000US06037208501,"(34.0694385, -118.271932)",Median_Rent_Price_2014_1400000US06037208501,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,901,"Census Tract 2085.02, Los Angeles County, California",208502,Westlake,1400000US06037208502,"(34.0660235, -118.2741745)",Median_Rent_Price_2014_1400000US06037208502,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1055,"Census Tract 2086.10, Los Angeles County, California",208610,Westlake,1400000US06037208610,"(34.071928, -118.280946)",Median_Rent_Price_2014_1400000US06037208610,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,998,"Census Tract 2086.20, Los Angeles County, California",208620,Westlake,1400000US06037208620,"(34.069656, -118.2780295)",Median_Rent_Price_2014_1400000US06037208620,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1155,"Census Tract 2087.10, Los Angeles County, California",208710,Westlake,1400000US06037208710,"(34.065666, -118.282003)",Median_Rent_Price_2014_1400000US06037208710,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,784,"Census Tract 2087.20, Los Angeles County, California",208720,Westlake,1400000US06037208720,"(34.062837, -118.2811225)",Median_Rent_Price_2014_1400000US06037208720,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,860,"Census Tract 2088.01, Los Angeles County, California",208801,Westlake,1400000US06037208801,"(34.0602215, -118.276593)",Median_Rent_Price_2014_1400000US06037208801,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,841,"Census Tract 2088.02, Los Angeles County, California",208802,Westlake,1400000US06037208802,"(34.061881, -118.2785535)",Median_Rent_Price_2014_1400000US06037208802,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,849,"Census Tract 2089.02, Los Angeles County, California",208902,Westlake,1400000US06037208902,"(34.0564435, -118.2723635)",Median_Rent_Price_2014_1400000US06037208902,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,773,"Census Tract 2089.03, Los Angeles County, California",208903,Westlake,1400000US06037208903,"(34.0594445, -118.273509)",Median_Rent_Price_2014_1400000US06037208903,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,677,"Census Tract 2089.04, Los Angeles County, California",208904,Westlake,1400000US06037208904,"(34.059592, -118.270177)",Median_Rent_Price_2014_1400000US06037208904,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,791,"Census Tract 2091.02, Los Angeles County, California",209102,Westlake,1400000US06037209102,"(34.05566, -118.2674565)",Median_Rent_Price_2014_1400000US06037209102,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,810,"Census Tract 2091.03, Los Angeles County, California",209103,Westlake,1400000US06037209103,"(34.0570845, -118.2639395)",Median_Rent_Price_2014_1400000US06037209103,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,760,"Census Tract 2091.04, Los Angeles County, California",209104,Westlake,1400000US06037209104,"(34.058994, -118.2663115)",Median_Rent_Price_2014_1400000US06037209104,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1172,"Census Tract 2092, Los Angeles County, California",209200,Westlake,1400000US06037209200,"(34.054276, -118.26086)",Median_Rent_Price_2014_1400000US06037209200,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,893,"Census Tract 2093, Los Angeles County, California",209300,Westlake,1400000US06037209300,"(34.0508765, -118.2678705)",Median_Rent_Price_2014_1400000US06037209300,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,706,"Census Tract 2094.01, Los Angeles County, California",209401,Westlake,1400000US06037209401,"(34.0568345, -118.2810775)",Median_Rent_Price_2014_1400000US06037209401,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,821,"Census Tract 2094.02, Los Angeles County, California",209402,Westlake,1400000US06037209402,"(34.0546635, -118.2772135)",Median_Rent_Price_2014_1400000US06037209402,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,683,"Census Tract 2094.03, Los Angeles County, California",209403,Westlake,1400000US06037209403,"(34.0531325, -118.273845)",Median_Rent_Price_2014_1400000US06037209403,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,836,"Census Tract 2095.10, Los Angeles County, California",209510,Westlake,1400000US06037209510,"(34.0530605, -118.281509)",Median_Rent_Price_2014_1400000US06037209510,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,819,"Census Tract 2095.20, Los Angeles County, California",209520,Pico-Union,1400000US06037209520,"(34.050539, -118.2769545)",Median_Rent_Price_2014_1400000US06037209520,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,747,"Census Tract 2098.10, Los Angeles County, California",209810,Pico-Union,1400000US06037209810,"(34.049228, -118.2819155)",Median_Rent_Price_2014_1400000US06037209810,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,775,"Census Tract 2098.20, Los Angeles County, California",209820,Pico-Union,1400000US06037209820,"(34.047197, -118.278215)",Median_Rent_Price_2014_1400000US06037209820,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,764,"Census Tract 2100.10, Los Angeles County, California",210010,Pico-Union,1400000US06037210010,"(34.0467975, -118.2717075)",Median_Rent_Price_2014_1400000US06037210010,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1891,"Census Tract 2110, Los Angeles County, California",211000,Hancock Park,1400000US06037211000,"(34.0683115, -118.3326325)",Median_Rent_Price_2014_1400000US06037211000,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1289,"Census Tract 2111.20, Los Angeles County, California",211120,Westlake,1400000US06037211120,"(34.0652025, -118.286978)",Median_Rent_Price_2014_1400000US06037211120,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1222,"Census Tract 2111.21, Los Angeles County, California",211121,Westlake,1400000US06037211121,"(34.0726225, -118.2849265)",Median_Rent_Price_2014_1400000US06037211121,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1097,"Census Tract 2111.22, Los Angeles County, California",211122,Koreatown,1400000US06037211122,"(34.0726525, -118.289233)",Median_Rent_Price_2014_1400000US06037211122,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,995,"Census Tract 2112.01, Los Angeles County, California",211201,Koreatown,1400000US06037211201,"(34.074518, -118.298475)",Median_Rent_Price_2014_1400000US06037211201,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,929,"Census Tract 2112.02, Los Angeles County, California",211202,Koreatown,1400000US06037211202,"(34.074526, -118.2941155)",Median_Rent_Price_2014_1400000US06037211202,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,978,"Census Tract 2113.10, Los Angeles County, California",211310,Koreatown,1400000US06037211310,"(34.0708895, -118.298462)",Median_Rent_Price_2014_1400000US06037211310,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,840,"Census Tract 2113.20, Los Angeles County, California",211320,Koreatown,1400000US06037211320,"(34.0708825, -118.294158)",Median_Rent_Price_2014_1400000US06037211320,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1016,"Census Tract 2114.10, Los Angeles County, California",211410,Koreatown,1400000US06037211410,"(34.0726125, -118.307315)",Median_Rent_Price_2014_1400000US06037211410,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,927,"Census Tract 2114.20, Los Angeles County, California",211420,Koreatown,1400000US06037211420,"(34.072636, -118.302937)",Median_Rent_Price_2014_1400000US06037211420,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1120,"Census Tract 2115, Los Angeles County, California",211500,Windsor Square,1400000US06037211500,"(34.0725965, -118.316)",Median_Rent_Price_2014_1400000US06037211500,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1521,"Census Tract 2117.01, Los Angeles County, California",211701,Windsor Square,1400000US06037211701,"(34.0653255, -118.3184645)",Median_Rent_Price_2014_1400000US06037211701,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1099,"Census Tract 2117.03, Los Angeles County, California",211703,Koreatown,1400000US06037211703,"(34.067143, -118.311589)",Median_Rent_Price_2014_1400000US06037211703,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1044,"Census Tract 2117.04, Los Angeles County, California",211704,Koreatown,1400000US06037211704,"(34.0635115, -118.3116385)",Median_Rent_Price_2014_1400000US06037211704,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1058,"Census Tract 2118.02, Los Angeles County, California",211802,Koreatown,1400000US06037211802,"(34.0635375, -118.304729)",Median_Rent_Price_2014_1400000US06037211802,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1168,"Census Tract 2118.03, Los Angeles County, California",211803,Koreatown,1400000US06037211803,"(34.0671885, -118.3022325)",Median_Rent_Price_2014_1400000US06037211803,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1165,"Census Tract 2118.04, Los Angeles County, California",211804,Koreatown,1400000US06037211804,"(34.0671615, -118.3066105)",Median_Rent_Price_2014_1400000US06037211804,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1064,"Census Tract 2119.10, Los Angeles County, California",211910,Koreatown,1400000US06037211910,"(34.067207, -118.2985)",Median_Rent_Price_2014_1400000US06037211910,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1061,"Census Tract 2119.21, Los Angeles County, California",211921,Koreatown,1400000US06037211921,"(34.067232, -118.292902)",Median_Rent_Price_2014_1400000US06037211921,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1026,"Census Tract 2119.22, Los Angeles County, California",211922,Koreatown,1400000US06037211922,"(34.067223, -118.295398)",Median_Rent_Price_2014_1400000US06037211922,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1285,"Census Tract 2121.01, Los Angeles County, California",212101,Koreatown,1400000US06037212101,"(34.0635935, -118.29414)",Median_Rent_Price_2014_1400000US06037212101,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,952,"Census Tract 2121.02, Los Angeles County, California",212102,Koreatown,1400000US06037212102,"(34.0635735, -118.298496)",Median_Rent_Price_2014_1400000US06037212102,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,814,"Census Tract 2122.02, Los Angeles County, California",212202,Westlake,1400000US06037212202,"(34.056368, -118.2879195)",Median_Rent_Price_2014_1400000US06037212202,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,791,"Census Tract 2122.03, Los Angeles County, California",212203,Koreatown,1400000US06037212203,"(34.0597625, -118.290359)",Median_Rent_Price_2014_1400000US06037212203,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,778,"Census Tract 2122.04, Los Angeles County, California",212204,Westlake,1400000US06037212204,"(34.0597755, -118.2861875)",Median_Rent_Price_2014_1400000US06037212204,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,782,"Census Tract 2123.03, Los Angeles County, California",212303,Koreatown,1400000US06037212303,"(34.059763, -118.2935145)",Median_Rent_Price_2014_1400000US06037212303,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,864,"Census Tract 2123.04, Los Angeles County, California",212304,Koreatown,1400000US06037212304,"(34.0597395, -118.2982)",Median_Rent_Price_2014_1400000US06037212304,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,800,"Census Tract 2123.05, Los Angeles County, California",212305,Koreatown,1400000US06037212305,"(34.056107, -118.298204)",Median_Rent_Price_2014_1400000US06037212305,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1058,"Census Tract 2123.06, Los Angeles County, California",212306,Koreatown,1400000US06037212306,"(34.0561295, -118.2940735)",Median_Rent_Price_2014_1400000US06037212306,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1217,"Census Tract 2124.10, Los Angeles County, California",212410,Koreatown,1400000US06037212410,"(34.05971, -118.301987)",Median_Rent_Price_2014_1400000US06037212410,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1009,"Census Tract 2124.20, Los Angeles County, California",212420,Koreatown,1400000US06037212420,"(34.056087, -118.301978)",Median_Rent_Price_2014_1400000US06037212420,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1016,"Census Tract 2125.01, Los Angeles County, California",212501,Koreatown,1400000US06037212501,"(34.0560675, -118.305364)",Median_Rent_Price_2014_1400000US06037212501,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1112,"Census Tract 2125.02, Los Angeles County, California",212502,Koreatown,1400000US06037212502,"(34.0580795, -118.306623)",Median_Rent_Price_2014_1400000US06037212502,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1004,"Census Tract 2126.10, Los Angeles County, California",212610,Koreatown,1400000US06037212610,"(34.0598685, -118.314272)",Median_Rent_Price_2014_1400000US06037212610,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1055,"Census Tract 2126.20, Los Angeles County, California",212620,Koreatown,1400000US06037212620,"(34.0562585, -118.313612)",Median_Rent_Price_2014_1400000US06037212620,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1110,"Census Tract 2127.01, Los Angeles County, California",212701,Koreatown,1400000US06037212701,"(34.0546775, -118.3194445)",Median_Rent_Price_2014_1400000US06037212701,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1713,"Census Tract 2127.02, Los Angeles County, California",212702,Mid-Wilshire,1400000US06037212702,"(34.0575235, -118.3258035)",Median_Rent_Price_2014_1400000US06037212702,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1107,"Census Tract 2128, Los Angeles County, California",212800,Mid-Wilshire,1400000US06037212800,"(34.0523625, -118.330411)",Median_Rent_Price_2014_1400000US06037212800,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,884,"Census Tract 2129, Los Angeles County, California",212900,Arlington Heights,1400000US06037212900,"(34.0501175, -118.321485)",Median_Rent_Price_2014_1400000US06037212900,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,997,"Census Tract 2131, Los Angeles County, California",213100,Arlington Heights,1400000US06037213100,"(34.0508045, -118.3133105)",Median_Rent_Price_2014_1400000US06037213100,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1025,"Census Tract 2132.01, Los Angeles County, California",213201,Harvard Heights,1400000US06037213201,"(34.052656, -118.3044735)",Median_Rent_Price_2014_1400000US06037213201,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,981,"Census Tract 2132.02, Los Angeles County, California",213202,Harvard Heights,1400000US06037213202,"(34.0490315, -118.3045065)",Median_Rent_Price_2014_1400000US06037213202,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1069,"Census Tract 2133.10, Los Angeles County, California",213310,Pico-Union,1400000US06037213310,"(34.0508675, -118.29803)",Median_Rent_Price_2014_1400000US06037213310,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,808,"Census Tract 2133.20, Los Angeles County, California",213320,Pico-Union,1400000US06037213320,"(34.0508855, -118.2937275)",Median_Rent_Price_2014_1400000US06037213320,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1021,"Census Tract 2134.01, Los Angeles County, California",213401,Westlake,1400000US06037213401,"(34.053716, -118.287906)",Median_Rent_Price_2014_1400000US06037213401,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,996,"Census Tract 2134.02, Los Angeles County, California",213402,Pico-Union,1400000US06037213402,"(34.0498995, -118.28787)",Median_Rent_Price_2014_1400000US06037213402,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1883,"Census Tract 2140, Los Angeles County, California",214000,Fairfax,1400000US06037214000,"(34.0745805, -118.3486205)",Median_Rent_Price_2014_1400000US06037214000,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1669,"Census Tract 2144, Los Angeles County, California",214400,Fairfax,1400000US06037214400,"(34.078166, -118.3573315)",Median_Rent_Price_2014_1400000US06037214400,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,2000,"Census Tract 2145.02, Los Angeles County, California",214502,Mid-Wilshire,1400000US06037214502,"(34.0677735, -118.35135)",Median_Rent_Price_2014_1400000US06037214502,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1865,"Census Tract 2145.03, Los Angeles County, California",214503,Mid-Wilshire,1400000US06037214503,"(34.0673015, -118.3536195)",Median_Rent_Price_2014_1400000US06037214503,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1659,"Census Tract 2146, Los Angeles County, California",214600,Beverly Grove,1400000US06037214600,"(34.0725795, -118.365913)",Median_Rent_Price_2014_1400000US06037214600,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1831,"Census Tract 2147, Los Angeles County, California",214700,Beverly Grove,1400000US06037214700,"(34.0665205, -118.366383)",Median_Rent_Price_2014_1400000US06037214700,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1785,"Census Tract 2148, Los Angeles County, California",214800,Beverly Grove,1400000US06037214800,"(34.070088, -118.3732965)",Median_Rent_Price_2014_1400000US06037214800,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1841,"Census Tract 2149.01, Los Angeles County, California",214901,Beverly Grove,1400000US06037214901,"(34.0742895, -118.387219)",Median_Rent_Price_2014_1400000US06037214901,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1730,"Census Tract 2149.02, Los Angeles County, California",214902,Beverly Grove,1400000US06037214902,"(34.073012, -118.379762)",Median_Rent_Price_2014_1400000US06037214902,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1401,"Census Tract 2151.01, Los Angeles County, California",215101,Mid-Wilshire,1400000US06037215101,"(34.063565, -118.3542505)",Median_Rent_Price_2014_1400000US06037215101,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1532,"Census Tract 2151.02, Los Angeles County, California",215102,Mid-Wilshire,1400000US06037215102,"(34.0648495, -118.3456205)",Median_Rent_Price_2014_1400000US06037215102,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1522,"Census Tract 2161, Los Angeles County, California",216100,Mid-Wilshire,1400000US06037216100,"(34.0568595, -118.3378575)",Median_Rent_Price_2014_1400000US06037216100,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1630,"Census Tract 2162, Los Angeles County, California",216200,Mid-Wilshire,1400000US06037216200,"(34.05688, -118.3480075)",Median_Rent_Price_2014_1400000US06037216200,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1619,"Census Tract 2163, Los Angeles County, California",216300,Carthay,1400000US06037216300,"(34.059083, -118.363807)",Median_Rent_Price_2014_1400000US06037216300,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1486,"Census Tract 2164.01, Los Angeles County, California",216401,Pico-Robertson,1400000US06037216401,"(34.0563915, -118.3799175)",Median_Rent_Price_2014_1400000US06037216401,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1672,"Census Tract 2164.02, Los Angeles County, California",216402,Pico-Robertson,1400000US06037216402,"(34.06116, -118.3804405)",Median_Rent_Price_2014_1400000US06037216402,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1470,"Census Tract 2167, Los Angeles County, California",216700,Mid-City,1400000US06037216700,"(34.048208, -118.371729)",Median_Rent_Price_2014_1400000US06037216700,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1885,"Census Tract 2168, Los Angeles County, California",216800,Carthay,1400000US06037216800,"(34.055507, -118.369996)",Median_Rent_Price_2014_1400000US06037216800,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1353,"Census Tract 2169, Los Angeles County, California",216900,Mid-City,1400000US06037216900,"(34.0504795, -118.36321)",Median_Rent_Price_2014_1400000US06037216900,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1586,"Census Tract 2170.01, Los Angeles County, California",217001,Pico-Robertson,1400000US06037217001,"(34.0519395, -118.3873275)",Median_Rent_Price_2014_1400000US06037217001,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1509,"Census Tract 2170.02, Los Angeles County, California",217002,Pico-Robertson,1400000US06037217002,"(34.049649, -118.381096)",Median_Rent_Price_2014_1400000US06037217002,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1294,"Census Tract 2171, Los Angeles County, California",217100,Mid-Wilshire,1400000US06037217100,"(34.049342, -118.354404)",Median_Rent_Price_2014_1400000US06037217100,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1285,"Census Tract 2172, Los Angeles County, California",217200,Mid-Wilshire,1400000US06037217200,"(34.049375, -118.3418365)",Median_Rent_Price_2014_1400000US06037217200,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,983,"Census Tract 2181.10, Los Angeles County, California",218110,Arlington Heights,1400000US06037218110,"(34.044154, -118.3286425)",Median_Rent_Price_2014_1400000US06037218110,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,978,"Census Tract 2181.20, Los Angeles County, California",218120,Arlington Heights,1400000US06037218120,"(34.0436875, -118.320626)",Median_Rent_Price_2014_1400000US06037218120,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1104,"Census Tract 2182.10, Los Angeles County, California",218210,Mid-City,1400000US06037218210,"(34.043303, -118.3422655)",Median_Rent_Price_2014_1400000US06037218210,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1081,"Census Tract 2182.20, Los Angeles County, California",218220,Mid-City,1400000US06037218220,"(34.043498, -118.334779)",Median_Rent_Price_2014_1400000US06037218220,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1094,"Census Tract 2183, Los Angeles County, California",218300,Mid-City,1400000US06037218300,"(34.041276, -118.3549225)",Median_Rent_Price_2014_1400000US06037218300,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1056,"Census Tract 2184, Los Angeles County, California",218400,Mid-City,1400000US06037218400,"(34.037613, -118.3607045)",Median_Rent_Price_2014_1400000US06037218400,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1116,"Census Tract 2185, Los Angeles County, California",218500,Mid-City,1400000US06037218500,"(34.0375635, -118.3505565)",Median_Rent_Price_2014_1400000US06037218500,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1252,"Census Tract 2186, Los Angeles County, California",218600,Mid-City,1400000US06037218600,"(34.037184, -118.3427065)",Median_Rent_Price_2014_1400000US06037218600,01/01/2014
